window,test_start_date,test_end_date,forecast_date,start_price,actual_forecast_price,predicted_price,actual_return_pct,predicted_return_pct,realized_sharpe,realized_sortino,realized_max_drawdown,realized_volatility,realized_total_return,predicted_sharpe,predicted_sortino,predicted_max_drawdown,predicted_volatility,predicted_var_5,var_5_breached,predicted_var_1,var_1_breached,predicted_prob_profit,actual_profit
40,2003-05-30 00:00:00-04:00,2004-05-27 00:00:00-04:00,2005-05-27 00:00:00-04:00,0.2694307565689087,1.2176157236099243,0.27148639791800544,351.92157685179166,-0.07192879933296237,1.2970258379179216,2.363765490086896,-20.628378515668178,36.99909608777705,56.93589227966829,0.110183901091584,0.1322206813099008,34.326216498243795,46.304407318530885,-61.59646909841881,False,-70.22613693392665,False,0.30505,True
41,2003-11-26 00:00:00-05:00,2004-11-26 00:00:00-05:00,2005-11-25 00:00:00-05:00,0.31100842356681824,2.0815961360931396,0.31247714473456717,569.3053880085411,0.6665513061812071,2.978254060823006,6.385677090758961,-13.531178777207392,39.581668273280314,211.53484415197008,-0.009638168269518896,-0.011565801923422674,29.408177441268027,40.38495962646243,-52.9870287660299,False,-67.61394930252793,False,0.40465,True
42,2004-05-28 00:00:00-04:00,2005-05-27 00:00:00-04:00,2006-05-30 00:00:00-04:00,0.4211817681789398,1.8378320932388306,0.42863128296086955,336.3512934534299,1.3711591477216367,2.616950784329875,4.364365749605169,-24.26488814150205,42.675860943290374,189.09506906590937,0.09253977440664873,0.11104772928797847,26.060659880171464,35.84459995728323,-44.9102336058707,False,-56.870521509428464,False,0.49235,True
43,2004-11-29 00:00:00-05:00,2005-11-25 00:00:00-05:00,2006-11-27 00:00:00-05:00,1.027288556098938,2.6880011558532715,1.0312444500346345,161.65979752181633,6.434602912774596,1.898364422912518,2.8925139678084557,-24.264888141502105,39.3078586989531,102.63012994108168,0.33008549562234907,0.39610259474681886,16.444918400320624,52.7509209616736,6.132026437945066,False,-17.289193517257853,False,0.9511,True
44,2005-05-31 00:00:00-04:00,2006-05-30 00:00:00-04:00,2007-05-31 00:00:00-04:00,1.1935997009277344,3.6381378173828125,1.3018213339701166,204.80384793620865,6.915614567668664,1.2086711585310221,2.1831506290357225,-31.405520751812777,38.59827280746773,53.97390698157529,-0.038297575882291456,-0.04595709105874975,17.352149930302858,46.81591952566019,14.51644413340211,False,-14.824066116827757,False,0.95385,True
45,2005-11-28 00:00:00-05:00,2006-11-27 00:00:00-05:00,2007-11-28 00:00:00-05:00,2.0912022590637207,5.4102253913879395,2.2603695667903048,158.71363556245495,8.588286055944444,0.7393338854789004,1.3893640558970735,-40.79918154859939,38.43049928491451,28.538554518239252,0.21974846673783308,0.2636981600853997,15.377089050114831,45.15610099090523,35.98199138155883,False,1.7431642030201797,False,0.98715,True
46,2006-05-31 00:00:00-04:00,2007-05-31 00:00:00-04:00,2008-05-30 00:00:00-04:00,1.794303297996521,5.666297435760498,1.9630344586935473,215.79373688313223,6.812502943839183,2.17891314074199,4.012740614601886,-18.49769996806995,33.23688054255,102.76047095522122,-0.04685764991842061,-0.056229179902104735,17.39948995364961,41.489632855354444,6.364669808192097,False,-13.040008853954015,False,0.9497,True
47,2006-11-28 00:00:00-05:00,2007-11-28 00:00:00-05:00,2008-11-26 00:00:00-05:00,2.7561473846435547,2.8519108295440674,2.8193443983017272,3.474540056677612,4.886279239964178,1.874129293533133,2.825030733123476,-19.82900791479417,37.789761239051316,96.29666474050443,0.15119246885668283,0.1814309626280194,19.111178808054355,33.201044621884094,-10.063424579224465,False,-29.438224091475,False,0.8701,True
48,2007-06-01 00:00:00-04:00,2008-05-30 00:00:00-04:00,2009-06-01 00:00:00-04:00,3.5543806552886963,4.183304786682129,3.823709641581091,17.694338124917287,5.100736517226675,1.1911038977236725,1.7247248642718591,-40.37429320992682,44.112975203201586,59.41729334277694,0.1703257654791812,0.20439091857501746,16.886972649684246,33.260326189032284,-3.4806575175891736,False,-25.7278375378633,False,0.91235,True
49,2007-11-29 00:00:00-05:00,2008-11-26 00:00:00-05:00,2009-11-27 00:00:00-05:00,5.532407760620117,6.021735668182373,5.658187101784791,8.844754919283245,4.583204810497543,-0.9489608021473337,-1.356178679109772,-59.72076948359965,57.016331135458266,-48.45082009601545,0.16163285450912343,0.1939594254109481,19.195521188168506,50.22512437774709,-14.439086431065103,False,-33.41751588567913,False,0.8567,False
50,2008-06-02 00:00:00-04:00,2009-06-01 00:00:00-04:00,2010-06-01 00:00:00-04:00,5.586743354797363,7.830146789550781,5.968393725764941,40.155834844766886,5.331458389351159,-0.2839483523215555,-0.4285805806570743,-58.718254065082135,57.68525895824386,-25.12087058572495,0.21742971919704482,0.26091566303645375,18.786363170657168,38.98126448105659,-1.818909369764135,False,-29.577617881991536,False,0.8948,False
51,2008-11-28 00:00:00-05:00,2009-11-27 00:00:00-05:00,2010-11-29 00:00:00-05:00,2.781964063644409,9.51247787475586,2.887086797263122,241.933887610841,1.23341751623694,2.2017148374209823,3.562195212475452,-21.84684550610338,36.40391094754008,116.45627083672032,-0.2546371373310406,-0.3055645647972487,31.130100152913837,76.19820193482113,-53.464480381551006,False,-66.62533749084072,False,0.42845,True
52,2009-06-02 00:00:00-04:00,2010-06-01 00:00:00-04:00,2011-05-31 00:00:00-04:00,4.187505722045898,10.441899299621582,4.253849198966623,149.35844850666763,1.68633211974128,2.2430653535493907,3.534384423528895,-12.912135733628183,27.958851135768242,86.9883245371469,0.24274808401217737,0.2912977008146128,31.756350219061233,44.37015073792137,-53.64463178303846,False,-65.14146014707697,False,0.4526,True
53,2009-11-30 00:00:00-05:00,2010-11-29 00:00:00-05:00,2011-11-28 00:00:00-05:00,6.001320838928223,11.291162490844727,6.106806000998428,88.14462339029383,1.412721140609826,1.664791809895252,2.6648413531836095,-12.912135733628189,27.628752207793244,58.50640434105995,0.08738390687536432,0.10486068825043718,30.51856080533141,33.560993502848554,-51.984233364131306,False,-64.79175223179898,False,0.4462,True
54,2010-06-02 00:00:00-04:00,2011-05-31 00:00:00-04:00,2012-05-30 00:00:00-04:00,7.923808574676514,17.38674545288086,8.003077623559859,119.42409750339868,2.2085260807607225,1.1833805815649823,1.8562617098011436,-12.456644769060897,22.01107328215327,31.77879300356355,0.1188243086005193,0.14258917032062315,26.740795112429407,41.551798191949764,-46.66792440794521,False,-60.59450774838502,False,0.5463,True
55,2010-11-30 00:00:00-05:00,2011-11-28 00:00:00-05:00,2012-11-29 00:00:00-05:00,9.340761184692383,17.84977149963379,10.031752469768017,91.0954701302711,5.458878347461975,0.7092145435395923,1.0779096089870488,-13.894938317396994,25.759599566661436,20.88053925785681,0.13811690984588965,0.16574029181506758,14.287293201790497,28.23768507079435,4.650172650261163,False,-15.753123249398504,False,0.95595,True
56,2011-06-01 00:00:00-04:00,2012-05-30 00:00:00-04:00,2013-06-03 00:00:00-04:00,10.372249603271484,13.821267127990723,10.867683107543984,33.25235755637227,4.077647137794493,1.743932601158053,2.9664572289911004,-16.677917873050603,29.977699458750568,67.62752650492475,0.0006296761107281481,0.0007556113328737777,11.620922160265362,23.334170004840516,3.5224173192255672,False,-10.103948975395294,False,0.9549,True
57,2011-11-29 00:00:00-05:00,2012-11-29 00:00:00-05:00,2013-11-29 00:00:00-05:00,11.203505516052246,17.264616012573242,11.620601682704006,54.100125071003106,2.917672933379549,1.6723272192160026,2.8252360415480338,-24.794096662745797,27.831488893281936,59.32309288426604,-0.012805139687055966,-0.015366167624467159,12.505444485657305,30.858318409112897,-9.364882346226892,False,-24.369003739961357,False,0.85135,True
58,2012-05-31 00:00:00-04:00,2013-06-03 00:00:00-04:00,2014-06-03 00:00:00-04:00,17.34351921081543,20.023754119873047,18.014863743412448,15.453812323085044,3.612627171852433,-0.7201390479408599,-0.9150952692326746,-43.79715182818842,30.683467389722356,-20.308750721296683,0.0405201093507479,0.04862413122089748,12.796384642499191,33.9436469769227,-5.08472107479288,False,-19.490295147967142,False,0.9207,False
59,2012-11-30 00:00:00-05:00,2013-11-29 00:00:00-05:00,2014-12-01 00:00:00-05:00,17.726215362548828,25.5347900390625,18.371370838317233,44.05099744535027,2.9221625537007236,-0.07341061258052083,-0.09168985162193585,-32.98999214446619,29.91167563809999,-2.604049090765493,-0.06010287346484931,-0.07212344815781917,13.85511065878178,33.96687006186151,-10.702601199450726,False,-22.15965388428421,False,0.8514,False
60,2013-06-04 00:00:00-04:00,2014-06-03 00:00:00-04:00,2015-06-03 00:00:00-04:00,13.77802848815918,29.109521865844727,14.036104180874041,111.2749432247249,1.554394766368642,1.514953673729398,2.2565076464494433,-12.333145075838035,23.98448265529913,45.331054708454374,0.04341081010095031,0.05209297212114037,18.790130207687838,26.259512333068383,-30.931047553961548,False,-42.65405233881301,False,0.6258,True
61,2013-12-02 00:00:00-05:00,2014-12-01 00:00:00-05:00,2015-12-01 00:00:00-05:00,17.114343643188477,26.4821720123291,17.63049039641208,54.736708368416046,2.119215298923434,1.7969112919810135,2.4453944111764514,-12.333145075838047,21.365339573109146,49.20110622662043,0.07349390154561644,0.08819268185473973,16.400799800315852,24.171367363473934,-21.836071094623886,False,-35.53393261062114,False,0.72,True
62,2014-06-04 00:00:00-04:00,2015-06-03 00:00:00-04:00,2016-06-02 00:00:00-04:00,20.252403259277344,22.30885887145996,20.20546314548869,10.154131269535053,0.9074673236988141,1.5957500651510803,2.4777334191501614,-10.932753072613245,21.756524721476197,43.733667027936846,0.09782871349557846,0.11739445619469416,17.878959669848964,23.831374811724693,-30.833531672885094,False,-41.44046309068971,False,0.55025,True
63,2014-12-02 00:00:00-05:00,2015-12-01 00:00:00-05:00,2016-11-30 00:00:00-05:00,25.437156677246094,25.497940063476562,25.988540116937692,0.23895511201077113,1.776987698669359,0.13081865896538145,0.1985901594233557,-21.844890427957864,26.554050797110847,4.108223840983726,0.05964805427451444,0.07157766512941732,14.834197082109387,23.25482192038175,-23.15344729744416,False,-36.544263876988225,False,0.70955,True
64,2015-06-04 00:00:00-04:00,2016-06-02 00:00:00-04:00,2017-06-02 00:00:00-04:00,28.93950653076172,36.167850494384766,30.07691140516826,24.977426466963287,3.3232752629255895,-0.9349935067885737,-1.2890041978233888,-30.196253339468786,28.072913070623823,-22.912096487386897,0.010994616863566259,0.01319354023627951,10.596946026119411,21.541036819924994,-0.9249991994339261,False,-19.645932889926335,False,0.9371,False
65,2015-12-02 00:00:00-05:00,2016-11-30 00:00:00-05:00,2017-11-30 00:00:00-05:00,26.24294662475586,40.28489685058594,27.01848732610359,53.507521188889015,2.0251938304939574,-0.16710423936088367,-0.2296482996113971,-23.22674504260259,24.222994677355366,-2.838883041344553,0.049464142935972455,0.05935697152316694,13.511766194642092,24.676623984572828,-15.912864934023085,False,-31.660486225356266,False,0.77685,False
66,2016-06-03 00:00:00-04:00,2017-06-02 00:00:00-04:00,2018-06-04 00:00:00-04:00,22.35451889038086,45.32603073120117,22.468296277692883,102.76003681163965,0.7146820334987719,2.596469699990118,4.1972694663073975,-10.145664792203288,17.638174860651613,61.79212208386098,-0.012662331168529582,-0.015194797402235498,16.847240358372986,24.05959233053807,-28.887297064658704,False,-38.25325183929068,False,0.53185,True
67,2016-12-01 00:00:00-05:00,2017-11-30 00:00:00-05:00,2018-11-30 00:00:00-05:00,25.26030921936035,42.49100875854492,25.564880005077903,68.2125439936356,0.26253078262280655,2.556234583608933,3.9470500648585114,-8.859749981960622,17.33079840003166,59.47903290000202,0.025789491717892504,0.030947390061471004,17.740352289809557,20.43297593773612,-34.12002377134025,False,-42.70266447001149,False,0.4428,True
68,2017-06-05 00:00:00-04:00,2018-06-04 00:00:00-04:00,2019-06-05 00:00:00-04:00,35.81419372558594,43.78750228881836,36.57850928063748,22.262984961563518,1.1354249164364052,0.9992331557879921,1.5204650392382801,-13.449774587369925,21.99236529731909,26.558847250608085,0.056923309913796606,0.06830797189655592,14.586380445901797,18.779149408237128,-26.450423015517792,False,-35.41864030604971,False,0.6422,True
69,2017-12-01 00:00:00-05:00,2018-11-30 00:00:00-05:00,2019-12-03 00:00:00-05:00,40.097354888916016,62.660621643066406,41.06402249809296,56.27120995052839,1.9340390777137946,0.19743258827129065,0.2674639611198486,-25.500444615507607,26.261625841894315,5.969605417265508,0.027469758314709596,0.032963709977651516,11.516291555868772,20.395960625246254,-14.342749715632735,False,-26.97008639352291,False,0.8117,True
70,2018-06-05 00:00:00-04:00,2019-06-05 00:00:00-04:00,2020-06-04 00:00:00-04:00,45.67572784423828,78.24053192138672,46.74036455598923,71.29564347217358,3.120356673575822,-0.11633307466258141,-0.14866955776779,-38.51592494410507,30.739544240003024,-4.133980222185141,0.0469324135332397,0.05631889623988764,9.132232782643545,21.322147484547454,3.2578556238775924,False,-11.711730188449812,False,0.95535,False
71,2018-12-03 00:00:00-05:00,2019-12-03 00:00:00-05:00,2020-12-02 00:00:00-05:00,43.97574996948242,119.92863464355469,43.48336452806229,172.7153822886041,2.335448836144197,1.249199350238823,1.5861653570089675,-19.525734614925323,28.46442609343405,42.48903472152404,-0.11278165247074437,-0.13533798296489324,11.395308805092172,34.971703370097735,-10.592928574484754,False,-22.285213425951863,False,0.8498,True
72,2019-06-06 00:00:00-04:00,2020-06-04 00:00:00-04:00,2021-06-04 00:00:00-04:00,44.43037796020508,123.05868530273438,44.26694470306306,176.96970170488814,1.0949298068712503,1.5254071129766396,1.8986313456761683,-31.427269763313692,39.81300243306523,76.09693077890167,0.029081775347515233,0.03489813041701828,16.706275437679096,29.28841589062368,-29.284704800389473,False,-40.5017956435612,False,0.58705,True
73,2019-12-04 00:00:00-05:00,2020-12-02 00:00:00-05:00,2021-12-02 00:00:00-05:00,63.213687896728516,160.5507354736328,64.01220694731744,153.98096648928745,2.156993130310873,1.5346202172703212,2.0282631627183485,-31.427269763313692,46.26463057800196,89.71940830201322,0.11259108307252376,0.1351092996870285,15.623945775592382,22.031163313301455,-21.134032691949333,False,-34.548902584951165,False,0.7442,True
74,2020-06-05 00:00:00-04:00,2021-06-04 00:00:00-04:00,2022-06-03 00:00:00-04:00,80.46890258789062,142.92225646972656,80.43537615400966,77.61178775070587,2.8052521867160216,1.2713339844434295,1.9270141725425163,-20.375587946702435,35.222317526601906,52.92700825430777,0.07465674789389705,0.08958809747267646,19.4259601541219,33.95380238123525,-26.97085550192279,False,-43.99747959795734,False,0.72025,True
75,2020-12-03 00:00:00-05:00,2021-12-02 00:00:00-05:00,2022-12-02 00:00:00-05:00,119.79224395751953,145.75440979003906,125.85853511546443,21.67266007783123,4.944524291078835,1.1413574574091851,1.8096649709067685,-18.598865773746475,24.898956387911504,34.024315906935485,-0.020438509061509746,-0.024526210873811693,18.566766888337575,37.87645929617736,-12.245356690699685,False,-32.885895088915845,False,0.8786,True
76,2021-06-07 00:00:00-04:00,2022-06-03 00:00:00-04:00,2023-06-06 00:00:00-04:00,123.06845092773438,177.23236083984375,129.08682313049633,44.01120636832778,4.8985878671889385,0.5269625077475423,0.7803526613398954,-24.329944916601132,28.380140969939525,16.13232749118644,0.02333480597709408,0.028001767172512893,17.97711599198481,29.47671937896525,-7.3425564532374334,False,-26.672958801631857,False,0.8799,True
77,2021-12-03 00:00:00-05:00,2022-12-02 00:00:00-05:00,2023-12-05 00:00:00-05:00,158.66842651367188,191.7961883544922,167.7721607412001,20.878609921782903,4.497908555986207,-0.17638165978513573,-0.29118743057328117,-28.346235038521307,35.638392576000555,-8.13899589690584,0.03570713346047956,0.04284856015257547,18.239173635997677,30.471767951524942,-15.39368915709437,False,-34.07347546068863,False,0.8607,False
78,2022-06-06 00:00:00-04:00,2023-06-06 00:00:00-04:00,2024-06-06 00:00:00-04:00,143.66941833496094,193.35528564453125,147.12129783355502,34.583467995763165,2.937989832757708,0.7027366120079215,1.1269967110611163,-28.257003771864586,30.976614961198422,23.36122947656948,-0.04769265949436218,-0.05723119139323461,17.05627954296552,41.14314987597496,-20.749579539379727,False,-35.719197519236346,False,0.7836,True
79,2022-12-05 00:00:00-05:00,2023-12-05 00:00:00-05:00,2024-12-05 00:00:00-05:00,144.5908203125,242.18028259277344,147.51055904949868,67.49353940267862,1.2048686979621255,1.2230451175698727,1.8227746809234888,-14.932365833180741,21.802177577644397,32.64755531503907,-0.014747099594505823,-0.017696519513406988,19.706797961848714,39.02289599093714,-32.22673330347812,False,-46.12632329730076,False,0.56205,True
80,2023-06-07 00:00:00-04:00,2024-06-06 00:00:00-04:00,2025-06-10 00:00:00-04:00,175.85769653320312,202.44024658203125,180.57517095040419,15.115943500265944,1.8861172388157588,0.36974736200923836,0.551938657420152,-16.60666229155529,20.20367874963376,9.949856876479933,0.08736144381045911,0.10483373257255094,17.50268092694543,22.01758545991811,-25.784980458494253,False,-42.91804989702542,False,0.6813,True
